albania	Republic of Albania	Shqipëria	Republika e Shqipërisë
algeria	People's Democratic Republic of Algeria	al-Jazā’ir	al Jumhuriyya al Jazaa'iriyya ad-Dīmuqrāţiyya ash Sha'biyya
argentina	Argentine Republic	la Argentina	the Argentine	Argentine Nation	United Provinces of the Río de la Plata	Argentine Confederation
armenia	Hayastan
australia	Commonwealth of Australia	New Holland
austria	Republic of Austria	Republik Österreich	Österreich
bangladesh	East Pakistan	East Bengal	People's Republic of Bangladesh
belarus	Republic of Belarus	Gudija	Byelorussia	White Russia
belize	British Honduras
benin	Dahomey	Republic of Benin	République du Bénin
botswana	Bechuanaland	Republic of Botswana
brazil	Pindorama	Terra de Santa Cruz	Ilha de Vera Cruz	United States of Brazil	Federative Republic of Brazil	Terra di Papaga
burkina faso	Upper Volta	Haute-Volta	Bourkina-Fasso
cambodia	Kingdom of Cambodia	Royaume du Cambodge	Kampuchea	Khmer Republic	Democratic Kampuchea	People's Republic of Kampuchea	State of Cambodia
canada	Dominion of Canada	Dominion du Canada	Acadia	Francisca	Albertsland	Albionora	Borealia	Cabotia	Efisga	Hochelaga	Norland	Superior	Transatlantia	Tupona	Ursalia	Vesperia	Victorialand	Vinland
central african republic	Oubangui-Chari	Ubangi-Shari	République Centrafricaine	Empire Centrafricain	Central African Empire
chile	Chilli	Chili	Reyno de Chile	Capitania general de Chile
china	people's republic of china	China/中国	中华人民共和国	PRC	Communist China	Red China	中共	Mainland China/中国大陆/中国內地	New China/新中国	Shenzhou/神州	Ch'in Empire	Cathay
democratic republic of the congo	Zaire	DRC	Congo Kinshasa	Belgian Congo	Congo belge	Congo Free State	Republic of the Congo
côte d'ivoire	Cote d'Ivoire	Ivory Coast	the Republic of Côte d'Ivoire has asked that the French name be used in all languages
croatia	Hrvatska	Hrvaška
czech republic	Česká republika	Česko	Czechia	Bohemia
djibouti	French Territory of the Afars and the Issas	French Somaliland	Obock Territory	Territoire français des Afars et des Issas	Côte française des Somalis	Territoire d'Obock	Republic of Djibouti	République de Djibouti
denmark	Danmark
egypt	Miṣr	Meṣr	Aegypt	Kīmi
estonia	Eesti	Viru	Viro	Estland	Maarjamaa
ethiopia	Abyssinia	Habeshastan	Federal Democratic Republic of Ethiopia	Ethiopië	Al-Habasha
finland	republic of finland	Finland	Suomi	Suomen tasavalta	Republiken Finland	Soome
france	french republic	France	République Française	L'Hexagone	Gaul	Gaule
georgia	Iberia	Colchis	Iveria	Republic of Georgia	Sakartvelo
germany	federal republic of germany	Germany	Deutschland	Bundesrepublik Deutschland	Duitsland	BRD	East Germany	German Democratic Republic	GDR	Deutsche Demokratische Republik or DDR. In Romance languages Germany is referred to by varieties of Alemannia and in Slavic languages variants of Nemacia. Some languages use pars pro toto names like Bavaria or Saxony or the former Prussia.
greece	Hellas	Ελλάδα	Ελλάς	Hellenic Republic
guinea-bissau	Portuguese Guinea	Republic of Guinea-Bissau	Guiné-Bissao	Guinea
hungary	Republic of Hungary	Magyar Köztársaság	Magyarország
iceland	Iceland	Republic of Iceland	Ísland	Lýðveldið Ísland	Fold	Thule	Frón	Ísafold
india	Bhārat	Bhārat Gaṇarājya	Republic of India	Union of India	Hindustan	Hind	Aryavarta
indonesia	Nusantara	Insulinde	Indunesia	Indonesië
iran	Persia was coined by ancient Greeks referring to Iran	which has always been the local name. Use of the Greek name continued in the west until 1932	when upon Iran's request	the local name of Iran became the internationally legal name	replacing Persia. Though both still remain in use today	outside of legal sphere. Fars in Arabic	Urdu
iraq	Mesopotamia
ireland	Éire	Ireland	Irish Free State	Poblacht na hÉireann	Republic of Ireland	Saorstát Éireann	Erin	Banba	Fodla	Hibernia
israel	State of Israel	מדינת ישראל	دَوْلَة إِسْرَائِيل	the Jewish State	the Hebrew State	the Holy Land	/ Eretz Yisrael
italy	Repubblica Italiana	Italia
jamaica	Xamayca
japan	Nippon	Nihon	Yamato	or 倭	Ōyashima	Cipangu/Zipangu or Gipangu
jordan	Hashemite Kingdom of Jordan
kazakhstan	Republic of Kazakhstan	Kazakhstan	Republic of Kazakhstan	Қазақстан	Қазақстан Республикасы	Qazaqstan	Alash / Алаш / Alaş
kenya	Republic of Kenya	Jamhuri ya Kenya	British East Africa Protectorate	Kenya Colony
latvia	Latvija	lettland	letland
lesotho	Basutoland	Kingdom of Lesotho
lithuania	Lietuva	Литва
malawi	Nyasaland	Republic of Malawi
malaysia	Persekutuan Malaysia	Federation of Malaysia	Malaya	Sabah and Sarawak	Tanah Melayu or Malay Land	马来西亚/ Mǎláixīyà	மலேசியா/ Malesiya
mauritania	Islamic Republic of Mauritania	République Islamique de Mauritanie
