albania	Republic of Albania	Shqipëria	Republika e Shqipërisë
mexico	United Mexican States	Estados Unidos Mexicanos	México	República Mexicana	Méjico	MEX	MX	Aztlán	Aztlān
republic of macedonia	Македонија	Macedonia	The former Yugoslav Republic of Macedonia	FYROM	Paeonia	Vardar	Vardar Republic
republic of moldova	moldova	Republic of Moldova	Republica Moldova	Moldavian Soviet Socialist Republic	Република Советикэ Сочиалистэ Молдовеняскэ	Bessarabia	Bassarabia	Boğdan	Transnistria	Pridnestrovie	Pridnestrovskaia Moldavskaia Respublica
montenegro	Crna Gora	Mali i Zi
myanmar	Republic of the Union of Myanmar	Burma
netherlands	Nederland	het Koninkrijk der Nederlanden	Kingdom of Holland	Holland	Bataafse Republiek	Batavian Republic	Republiek der Zeven Vereenigde Nederlanden	Republic of the Seven United Netherlands	Dutch Republic	United Provinces	Seventeen Provinces or Low Countries
new zealand	Aotearoa	Realm of New Zealand	Dominion of New Zealand
norway	Norge	Noreg	Kingdom of Norway	Kongeriket Norge	Kongeriket Noreg
nepal	संघिय लोकतान्त्रिक गणतन्त्र नेपाल	Federal Democratic Republic Of Nepal
pakistan	Islamic Republic of Pakistan	Federation of Pakistan	Dominion of Pakistan	West Pakistan	Sindhustan and Indosyncthia
palau	Republic of Palau	Belau
peru	Republic of Peru	República del Perú	Perú	Peruvian Republic	República Peruana
poland	Republic of Poland	Rzeczpospolita Polska	Polska	RP	People's Republic of Poland	Polska Rzeczpospolita Ludowa	Rzeczpospolita	Polish-Lithuanian Commonwealth	Rzeczpospolita Obojga Narodów	United Commonwealth of the Two Nations
portugal	Portuguese Republic	Lusitania	Galaico-Portuguese nation and Portucale from the Gallaeci tribe	and Galician-Portuguese	; Ophiussa also spelled Ophiusa	; Portugalliae and Lusitaniae	; Regno Portugalensium and Portugalis	; Portugalliae et Algarbiae; Purtugall	; Burtughāl is the word for Portugal and orange in Arabic	; Portingall or Portingal	; Ocidental Praia Lusitana	and Pátria Lusitana	from the national poem Os Lusíadas and from all epic poetry and chronicles of the Late Middle Ages and Renaissance. Luxitania and Portugraal	in Esotericism and metaphysical literature.
philippines	Repúblika ng Pilipinas	Republic of the Philippines	Pilipinas	Pinás	PH	Philippine Islands	Filipinas	Las Islas Filipinas	Las Islas Felipenas	Filipina	Haríng Bayang Katagalugan	Islas de San Lazaro
puerto rico	Estado Libre Asociado de Puerto Rico	Commonwealth of Puerto Rico	Porto Rico	Associated Free State of Puerto Rico	Borikén	Borinquen	or Borinken
russia	Russian Federation	Российская Федерация	Russia	Россия	RF	Russian Socialist Federative Soviet Republic	RSFSR	Rus	Great Russia
romania	România	Rumania or Roumania	Kingdom of Romania	Regatul României	Romanian People's Republic	Republica Populară Romînă	Socialist Republic of Romania	Republica Socialistă România
rwanda	Republic of Rwanda	République du Rwanda	Repubulika y'u Rwanda	"Pays des mille collines"	Ruanda
saint kitts and nevis	Federation of Saint Kitts and Nevis	Federation of Saint Christopher and Nevis	Saint Christopher and Nevis	Saint Christopher-Nevis-Anguilla	Saint Kitts-Nevis-Anguilla	Saint Kitts or Saint Christopher	Liamuiga and Oualie
saudi arabia	kingdom of saudi arabia	Saudi Arabia	KSA	Saudia	Al-Mamlaka al-Arabiyya as-Saudiyya
serbia	republic of serbia	Serbia	Servia	Srbija	Republika Srbija	Serbia and Montenegro	Yugoslavia
singapore	republic of singapore	Singapore	Singapura	Sinhapura	Xīnjiāpō/新加坡	Ciŋkappūr/சிங்கப்பூர்	Pulau Ujong	Shōnan-tō/昭南島	little red dot
south africa	Azania	Mzansi	Suid-Afrika	Zuid-Afrika
spain	España	Reino de España	Espanya	Espainia	Spanish State	la piel de toro	/ la pell de brau	Las Batuecas
sri lanka	Ceylon	Democratic Socialist Republic of Sri Lanka	Heladiva	Ratnadeepa	elangai	Taprobane
sudan	Republic of the Sudan	The Sudan	Anglo-Egyptian Sudan	Mahdist State	Nubia
suriname	Dutch Guiana	Netherlands Guiana	Republic of Suriname	Republiek Suriname	Surinam
sweden	Sverige	Konungariket Sverige	Kingdom of Sweden	Svea Rike	Thule	Svitjod
switzerland	swiss confederation	Switzerland	Schweiz	Schweizerische Eidgenossenschaft	Suisse	Confédération suisse	Svizzera	Confederazione Svizzera	Svizra	Confederaziun Svizra	Confoederatio Helvetica	Helvetia	CH
taiwan	Republic of China	中華民國	臺灣	ROC	Chinese Taipei/中華台北	Separate Customs Territory of Taiwan	Penghu	Kinmen and Matsu/台灣、澎湖、金門及馬祖個別關稅領域	Taipei	China	Taiwan	Province of China	Nationalist China	Free China	Formosa
tanzania	United Republic of Tanganyika and Zanzibar	United Republic of Tanzania	. Deutsch-Ostafrika	together with Ruanda and Urundi	. The country is named after Tanganyika	its mainland part	and the Zanzibar islands off its east coast.
thailand	Siam	Kingdom of Thailand
tunisia	تونس
turkey	Republic of Turkey	Türkiye Cumhuriyeti	Asia Minor	Anatolia	Ottoman Empire	Turkish Empire	Porte or Sublime Porte
tuvalu	Tuvalu	Ellice Islands
united states	United States of America	America	the States	US	U.S.	USA	Usa	U.S.A.	Columbia	Freedonia	Appalachia	Alleghany	Usonia	Usona
united kingdom	United Kingdom of Great Britain and Northern Ireland	Britain	Great Britain	UK	United Kingdom	Albion	Perfidious Albion if you are an old enemy of this country	Anglia	Alba	Caledonia	Cymru	Ulster	England	Scotland
united arab emirates	United Arab Emirates	Trucial States	Al Emirat al Arabbiya al Muttahida	UAE
vanuatu	New Hebrides	Nouvelles Hebrides	République de Vanuatu	Ripablik blong Vanuatu	Vanuatri	[citation needed]
vietnam	Champa	Viet Nam	French Indochina	Socialist Republic of Vietnam	parted in North Vietnam	and South Vietnam	from 1954 to 1975	Cộng hòa Xã hội Chủ nghĩa Việt Nam	Việt Nam
zambia	Northern Rhodesia	Republic of Zambia
zimbabwe	Rhodesia or Republic of Rhodesia	Republic of Zimbabwe	Southern Rhodesia
